Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee
 Sense and Sensibility ,1995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 Fargo ,1996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Big Night,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Crucible,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Evita,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hamlet,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jerry Maguire ,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lone Star,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 L.A. Confidential ,1997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
As Good as It Gets ,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Boogie Nights,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Donnie Brasco,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Full Monty ,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wag the Dog,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Wings of the Dove,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Saving Private Ryan ,1998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Life Is Beautiful ,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Out of Sight,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pleasantville,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shakespeare in Love ,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A Simple Plan,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Thin Red Line ,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 American Beauty ,1999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Being John Malkovich,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Cider House Rules ,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Green Mile ,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Magnolia,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Man on the Moon,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Sixth Sense ,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Three Kings,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Gladiator ,2000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Cast Away,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Quills,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thirteen Days,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
You Can Count On Me,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 A Beautiful Mind ,2001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Ali,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Moulin Rouge! ,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Shipping News,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Chicago ,2002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Adaptation.,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Catch Me If You Can,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Road to Perdition,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 The Lord of the Rings: The Return of the King ,2003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Finding Nemo,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Last Samurai,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lost in Translation ,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Sideways ,2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Collateral,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Phantom of the Opera,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ray ,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Brokeback Mountain ,2005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Capote ,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cinderella Man,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Crash ,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Good Night, and Good Luck. ",2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
King Kong,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Memoirs of a Geisha,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Munich ,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Walk the Line,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 The Departed ,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Blood Diamond,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dreamgirls,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Letters from Iwo Jima ,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Little Miss Sunshine ,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Notes on a Scandal,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
United 93,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 No Country for Old Men ,2007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Into the Wild,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Juno ,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Kite Runner,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sweeney Todd: The Demon Barber of Fleet Street,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Slumdog Millionaire ,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Changeling,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Dark Knight,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Doubt,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Milk ,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALL-E,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 The Hurt Locker ,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
An Education ,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Invictus,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nine,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A Serious Man ,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Up ,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 The Social Network ,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
127 Hours ,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Town,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Toy Story 3 ,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
True Grit ,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Winter's Bone ,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 The Artist ,2011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Extremely Loud and Incredibly Close ,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Midnight in Paris ,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Tree of Life ,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Argo ,2012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Beasts of the Southern Wild ,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Les Misérables ,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Master,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Silver Linings Playbook ,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 12 Years a Slave ,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
American Hustle ,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dallas Buyers Club ,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Her ,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nebraska ,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Saving Mr. Banks,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Wolf of Wall Street ,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Boyhood ,2014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Birdman ,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gone Girl,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Grand Budapest Hotel ,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nightcrawler,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Unbroken,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Whiplash ,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Spotlight ,2015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
The Big Short ,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bridge of Spies ,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brooklyn ,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Martian ,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sicario,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Star Wars: The Force Awakens,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 La La Land ,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Arrival ,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fences ,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Loving,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sully,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wings,1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Racket,1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7th Heaven,1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Broadway Melody,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alibi,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hollywood Revue,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
In Old Arizona,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Patriot,1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
All Quiet on the Western Front,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Big House,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Disraeli,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Divorcee,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Love Parade,1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cimarron,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
East Lynne,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Front Page,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Skippy,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Trader Horn,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Grand Hotel,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arrowsmith,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bad Girl,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Champ,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Five Star Final,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Hour with You,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shanghai Express,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Smiling Lieutenant,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cavalcade,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42nd Street,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Farewell to Arms,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
I Am a Fugitive from a Chain Gang,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lady for a Day,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Little Women,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Private Life of Henry VIII,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
She Done Him Wrong,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Smilin' Through,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
State Fair,1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
It Happened One Night,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Barretts of Wimpole Street,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cleopatra,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Flirtation Walk,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Gay Divorcee,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Here Comes the Navy,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The House of Rothschild,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Imitation of Life,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Night of Love,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Thin Man,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Viva Villa!,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The White Parade,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mutiny on the Bounty,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alice Adams,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Broadway Melody of 1936,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Captain Blood,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
David Copperfield,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Informer,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lives of a Bengal Lancer,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Midsummer Night's Dream,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Les Misérables,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Naughty Marietta,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ruggles of Red Gap,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Top Hat,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Great Ziegfeld,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Anthony Adverse,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dodsworth,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Libeled Lady,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mr. Deeds Goes to Town,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Romeo and Juliet,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
San Francisco,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Story of Louis Pasteur,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Tale of Two Cities,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Three Smart Girls,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Life of Emile Zola,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Awful Truth,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Captains Courageous,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dead End,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Good Earth,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
In Old Chicago,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lost Horizon,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Hundred Men and a Girl,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Stage Door,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A Star Is Born,1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
You Can't Take It With You,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Adventures of Robin Hood,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexander's Ragtime Band,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Boys Town,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Citadel,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Four Daughters,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Grand Illusion,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jezebel,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pygmalion,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Test Pilot,1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gone with the Wind,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Dark Victory,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Goodbye  Mr. Chips,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Love Affair,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mr. Smith Goes to Washington,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ninotchka,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Of Mice and Men,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Stagecoach,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Wizard of Oz,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wuthering Heights,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rebecca,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
All This and Heaven Too,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Foreign Correspondent,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Grapes of Wrath,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Great Dictator,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kitty Foyle,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Letter,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Long Voyage Home,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Our Town,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Philadelphia Story,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
How Green Was My Valley,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Blossoms in the Dust,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Citizen Kane,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Here Comes Mr. Jordan,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hold Back the Dawn,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Little Foxes,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Maltese Falcon,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Foot in Heaven,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sergeant York,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Suspicion,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mrs. Miniver,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
The Invaders,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kings Row,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Magnificent Ambersons,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Pied Piper,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Pride of the Yankees,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Random Harvest,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Talk of the Town,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wake Island,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yankee Doodle Dandy,1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Casablanca,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
For Whom the Bell Tolls,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Heaven Can Wait,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Human Comedy,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
In Which We Serve,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Madame Curie,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The More the Merrier,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Ox-Bow Incident,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Song of Bernadette,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Watch on the Rhine,1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Going My Way,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Double Indemnity,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gaslight,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Since You Went Away,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wilson,1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
